route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
16509,3,9984767,Presidio Avenue,0,111,185861
16509,2,9984689,Presidio Avenue,0,109,185861
16509,2,9976019,Presidio Avenue,0,164,185861
16509,2,9976016,Presidio Avenue,0,151,185861
16509,2,9976015,Presidio Avenue,0,158,185861
16509,2,9976014,Presidio Avenue,0,152,185861
16509,2,9854488,Presidio Avenue,0,161,185861
16509,2,9854489,Presidio Avenue,0,166,185861
16509,2,9854490,Presidio Avenue,0,165,185861
16509,2,9854491,Presidio Avenue,0,163,185861
16509,2,9854492,Presidio Avenue,0,162,185861
16509,2,9854493,Presidio Avenue,0,164,185861
16509,2,9854494,Presidio Avenue,0,161,185861
16509,2,9854495,Presidio Avenue,0,166,185861
16509,2,9854496,Presidio Avenue,0,165,185861
16509,2,9854497,Presidio Avenue,0,163,185861
16509,2,9854498,Presidio Avenue,0,162,185861
16509,2,9854499,Presidio Avenue,0,164,185861
16509,2,9854500,Presidio Avenue,0,161,185861
16509,2,9854501,Presidio Avenue,0,166,185861
16509,2,9854502,Presidio Avenue,0,165,185861
16509,2,9854503,Presidio Avenue,0,163,185861
16509,2,9854504,Presidio Avenue,0,162,185861
16509,2,9854505,Presidio Avenue,0,164,185861
16509,2,9854506,Presidio Avenue,0,161,185861
16509,2,9854507,Presidio Avenue,0,166,185861
16509,2,9854508,Presidio Avenue,0,165,185861
16509,2,9854509,Presidio Avenue,0,114,185861
16509,2,9854510,Presidio Avenue,0,112,185861
16509,2,9854511,Presidio Avenue,0,115,185861
16509,2,9854512,Presidio Avenue,0,161,185861
16509,2,9854513,Presidio Avenue,0,111,185861
16509,2,9854514,Presidio Avenue,0,165,185861
16509,2,9854515,Presidio Avenue,0,114,185861
16509,2,9854516,Presidio Avenue,0,113,185861
16509,2,9854517,Presidio Avenue,0,115,185861
16509,2,9854518,Presidio Avenue,0,112,185861
16509,2,9854519,Presidio Avenue,0,111,185861
16509,2,9854520,Presidio Avenue,0,116,185861
16509,2,9854521,Presidio Avenue,0,114,185861
16509,2,9854522,Presidio Avenue,0,113,185861
16509,2,9854523,Presidio Avenue,0,115,185861
16509,2,9854524,Presidio Avenue,0,112,185861
16509,2,9854525,Presidio Avenue,0,111,185861
16509,2,9854526,Presidio Avenue,0,116,185861
16509,2,9854527,Presidio Avenue,0,114,185861
16509,2,9854528,Presidio Avenue,0,113,185861
16509,2,9854529,Presidio Avenue,0,115,185861
16509,2,9854530,Presidio Avenue,0,112,185861
16509,2,9854531,Presidio Avenue,0,111,185861
16509,2,9854532,Presidio Avenue,0,116,185861
16509,2,9854533,Presidio Avenue,0,114,185861
16509,2,9854534,Presidio Avenue,0,113,185861
16509,2,9854535,Presidio Avenue,0,115,185861
16509,2,9854536,Presidio Avenue,0,112,185861
16509,2,9854537,Presidio Avenue,0,111,185861
16509,2,9854538,Presidio Avenue,0,116,185861
16509,2,9854539,Presidio Avenue,0,114,185861
16509,2,9854540,Presidio Avenue,0,113,185861
16509,2,9854541,Presidio Avenue,0,115,185861
16509,2,9854542,Presidio Avenue,0,112,185861
16509,2,9854543,Presidio Avenue,0,111,185861
16509,2,9854544,Presidio Avenue,0,116,185861
16509,2,9854545,Presidio Avenue,0,114,185861
16509,2,9854546,Presidio Avenue,0,113,185861
16509,2,9854547,Presidio Avenue,0,115,185861
16509,2,9854548,Presidio Avenue,0,112,185861
16509,2,9854566,Presidio Avenue,0,111,185861
16509,1,9975132,Presidio Avenue,0,153,185861
16509,1,9975131,Presidio Avenue,0,154,185861
16509,1,9975129,Presidio Avenue,0,101,185861
16509,1,9854193,Presidio Avenue,0,173,185861
16509,1,9854194,Presidio Avenue,0,172,185861
16509,1,9854195,Presidio Avenue,0,171,185861
16509,1,9854196,Presidio Avenue,0,176,185861
16509,1,9854197,Presidio Avenue,0,175,185861
16509,1,9854198,Presidio Avenue,0,174,185861
16509,1,9854199,Presidio Avenue,0,178,185861
16509,1,9854200,Presidio Avenue,0,173,185861
16509,1,9854201,Presidio Avenue,0,172,185861
16509,1,9854202,Presidio Avenue,0,171,185861
16509,1,9854203,Presidio Avenue,0,177,185861
16509,1,9854204,Presidio Avenue,0,176,185861
16509,1,9854205,Presidio Avenue,0,175,185861
16509,1,9854206,Presidio Avenue,0,174,185861
16509,1,9854207,Presidio Avenue,0,178,185861
16509,1,9854208,Presidio Avenue,0,173,185861
16509,1,9854209,Presidio Avenue,0,172,185861
16509,1,9854210,Presidio Avenue,0,171,185861
16509,1,9854211,Presidio Avenue,0,177,185861
16509,1,9854212,Presidio Avenue,0,176,185861
16509,1,9854213,Presidio Avenue,0,175,185861
16509,1,9854214,Presidio Avenue,0,174,185861
16509,1,9854215,Presidio Avenue,0,178,185861
16509,1,9854216,Presidio Avenue,0,173,185861
16509,1,9854217,Presidio Avenue,0,123,185861
16509,1,9854218,Presidio Avenue,0,171,185861
16509,1,9854219,Presidio Avenue,0,177,185861
16509,1,9854220,Presidio Avenue,0,176,185861
16509,1,9854221,Presidio Avenue,0,175,185861
16509,1,9854222,Presidio Avenue,0,125,185861
16509,1,9854223,Presidio Avenue,0,178,185861
16509,1,9854224,Presidio Avenue,0,128,185861
16509,1,9854225,Presidio Avenue,0,123,185861
16509,1,9854226,Presidio Avenue,0,171,185861
16509,1,9854227,Presidio Avenue,0,177,185861
16509,1,9854228,Presidio Avenue,0,121,185861
16509,1,9854229,Presidio Avenue,0,175,185861
16509,1,9854230,Presidio Avenue,0,125,185861
16509,1,9854231,Presidio Avenue,0,178,185861
16509,1,9854232,Presidio Avenue,0,128,185861
16509,1,9854233,Presidio Avenue,0,123,185861
16509,1,9854234,Presidio Avenue,0,122,185861
16509,1,9854235,Presidio Avenue,0,177,185861
16509,1,9854236,Presidio Avenue,0,121,185861
16509,1,9854237,Presidio Avenue,0,126,185861
16509,1,9854238,Presidio Avenue,0,125,185861
16509,1,9854239,Presidio Avenue,0,178,185861
16509,1,9854240,Presidio Avenue,0,128,185861
16509,1,9854241,Presidio Avenue,0,123,185861
16509,1,9854242,Presidio Avenue,0,122,185861
16509,1,9854243,Presidio Avenue,0,127,185861
16509,1,9854244,Presidio Avenue,0,121,185861
16509,1,9854245,Presidio Avenue,0,126,185861
16509,1,9854246,Presidio Avenue,0,125,185861
16509,1,9854247,Presidio Avenue,0,124,185861
16509,1,9854248,Presidio Avenue,0,128,185861
16509,1,9854249,Presidio Avenue,0,123,185861
16509,1,9854250,Presidio Avenue,0,122,185861
16509,1,9854251,Presidio Avenue,0,127,185861
16509,1,9854252,Presidio Avenue,0,121,185861
16509,1,9854253,Presidio Avenue,0,126,185861
16509,1,9854254,Presidio Avenue,0,125,185861
16509,1,9854255,Presidio Avenue,0,124,185861
16509,1,9854256,Presidio Avenue,0,128,185861
16509,1,9854257,Presidio Avenue,0,123,185861
16509,1,9854258,Presidio Avenue,0,122,185861
16509,1,9854259,Presidio Avenue,0,121,185861
16509,1,9854260,Presidio Avenue,0,126,185861
16509,1,9854261,Presidio Avenue,0,125,185861
16509,1,9854262,Presidio Avenue,0,124,185861
16509,1,9854263,Presidio Avenue,0,128,185861
16509,1,9854264,Presidio Avenue,0,123,185861
16509,1,9854265,Presidio Avenue,0,122,185861
16509,1,9854266,Presidio Avenue,0,121,185861
16509,1,9854267,Presidio Avenue,0,156,185861
16509,1,9854268,Presidio Avenue,0,161,185861
16509,1,9854269,Presidio Avenue,0,162,185861
16509,1,9854272,Presidio Avenue,0,152,185861
16509,1,9854291,Presidio Avenue,0,177,185861
16509,3,9984766,Geary + 33rd Avenue,0,155,185860
16509,3,9984765,Geary + 33rd Avenue,0,101,185860
16509,3,9984764,Geary + 33rd Avenue,0,102,185860
16509,3,9984763,Geary + 33rd Avenue,0,104,185860
16509,3,9984762,Geary + 33rd Avenue,0,106,185860
16509,3,9984761,Geary + 33rd Avenue,0,107,185860
16509,3,9984760,Geary + 33rd Avenue,0,109,185860
16509,3,9984759,Geary + 33rd Avenue,0,110,185860
16509,3,9984758,Geary + 33rd Avenue,0,157,185860
16509,3,9984757,Geary + 33rd Avenue,0,151,185860
16509,3,9984756,Geary + 33rd Avenue,0,153,185860
16509,3,9984755,Geary + 33rd Avenue,0,152,185860
16509,3,9984754,Geary + 33rd Avenue,0,154,185860
16509,3,9984753,Geary + 33rd Avenue,0,156,185860
16509,3,9984752,Geary + 33rd Avenue,0,158,185860
16509,2,9854549,Geary + 33rd Avenue,0,158,185860
16509,2,9854551,Geary + 33rd Avenue,0,156,185860
16509,2,9854552,Geary + 33rd Avenue,0,154,185860
16509,2,9854553,Geary + 33rd Avenue,0,152,185860
16509,2,9854554,Geary + 33rd Avenue,0,153,185860
16509,2,9854556,Geary + 33rd Avenue,0,151,185860
16509,2,9854557,Geary + 33rd Avenue,0,157,185860
16509,2,9854558,Geary + 33rd Avenue,0,110,185860
16509,2,9854559,Geary + 33rd Avenue,0,109,185860
16509,2,9854560,Geary + 33rd Avenue,0,107,185860
16509,2,9854561,Geary + 33rd Avenue,0,106,185860
16509,2,9854562,Geary + 33rd Avenue,0,104,185860
16509,2,9854563,Geary + 33rd Avenue,0,102,185860
16509,2,9854564,Geary + 33rd Avenue,0,101,185860
16509,2,9854565,Geary + 33rd Avenue,0,155,185860
16509,1,9854273,Geary + 33rd Avenue,0,162,185860
16509,1,9854274,Geary + 33rd Avenue,0,155,185860
16509,1,9854275,Geary + 33rd Avenue,0,159,185860
16509,1,9854276,Geary + 33rd Avenue,0,153,185860
16509,1,9854277,Geary + 33rd Avenue,0,161,185860
16509,1,9854278,Geary + 33rd Avenue,0,160,185860
16509,1,9854279,Geary + 33rd Avenue,0,158,185860
16509,1,9854280,Geary + 33rd Avenue,0,154,185860
16509,1,9854281,Geary + 33rd Avenue,0,157,185860
16509,1,9854282,Geary + 33rd Avenue,0,156,185860
16509,1,9854284,Geary + 33rd Avenue,0,152,185860
16509,1,9854285,Geary + 33rd Avenue,0,112,185860
16509,1,9854286,Geary + 33rd Avenue,0,109,185860
16509,1,9854287,Geary + 33rd Avenue,0,107,185860
16509,1,9854288,Geary + 33rd Avenue,0,105,185860
16509,1,9854289,Geary + 33rd Avenue,0,103,185860
16509,1,9854290,Geary + 33rd Avenue,0,101,185860
16509,3,9984855,Geary + 33rd Avenue,0,159,185859
16509,3,9984854,Geary + 33rd Avenue,0,164,185859
16509,3,9984850,Geary + 33rd Avenue,0,164,185859
16509,3,9984849,Geary + 33rd Avenue,0,152,185859
16509,3,9984848,Geary + 33rd Avenue,0,154,185859
16509,3,9984846,Geary + 33rd Avenue,0,157,185859
16509,3,9984845,Geary + 33rd Avenue,0,153,185859
16509,3,9984844,Geary + 33rd Avenue,0,155,185859
16509,3,9984843,Geary + 33rd Avenue,0,151,185859
16509,3,9984842,Geary + 33rd Avenue,0,158,185859
16509,3,9984841,Geary + 33rd Avenue,0,152,185859
16509,3,9984840,Geary + 33rd Avenue,0,154,185859
16509,3,9984839,Geary + 33rd Avenue,0,156,185859
16509,3,9984838,Geary + 33rd Avenue,0,157,185859
16509,3,9984837,Geary + 33rd Avenue,0,155,185859
16509,3,9984836,Geary + 33rd Avenue,0,103,185859
16509,3,9984835,Geary + 33rd Avenue,0,105,185859
16509,3,9984834,Geary + 33rd Avenue,0,101,185859
16509,3,9984833,Geary + 33rd Avenue,0,102,185859
16509,3,9984832,Geary + 33rd Avenue,0,104,185859
16509,3,9984847,Geary + 33rd Avenue,0,156,185859
16509,3,9984831,Geary + 33rd Avenue,0,106,185859
16509,3,9984830,Geary + 33rd Avenue,0,107,185859
16509,3,9984829,Geary + 33rd Avenue,0,103,185859
16509,3,9984828,Geary + 33rd Avenue,0,105,185859
16509,3,9984827,Geary + 33rd Avenue,0,101,185859
16509,3,9984826,Geary + 33rd Avenue,0,108,185859
16509,3,9984825,Geary + 33rd Avenue,0,102,185859
16509,3,9984824,Geary + 33rd Avenue,0,104,185859
16509,3,9984823,Geary + 33rd Avenue,0,106,185859
16509,3,9984822,Geary + 33rd Avenue,0,107,185859
16509,3,9984821,Geary + 33rd Avenue,0,109,185859
16509,3,9984820,Geary + 33rd Avenue,0,103,185859
16509,3,9984819,Geary + 33rd Avenue,0,105,185859
16509,3,9984818,Geary + 33rd Avenue,0,101,185859
16509,3,9984817,Geary + 33rd Avenue,0,108,185859
16509,3,9984816,Geary + 33rd Avenue,0,102,185859
16509,3,9984815,Geary + 33rd Avenue,0,104,185859
16509,3,9984814,Geary + 33rd Avenue,0,106,185859
16509,3,9984813,Geary + 33rd Avenue,0,107,185859
16509,3,9984812,Geary + 33rd Avenue,0,109,185859
16509,3,9984811,Geary + 33rd Avenue,0,103,185859
16509,3,9984810,Geary + 33rd Avenue,0,105,185859
16509,3,9984809,Geary + 33rd Avenue,0,101,185859
16509,3,9984808,Geary + 33rd Avenue,0,108,185859
16509,3,9984807,Geary + 33rd Avenue,0,102,185859
16509,3,9984806,Geary + 33rd Avenue,0,104,185859
16509,3,9984805,Geary + 33rd Avenue,0,106,185859
16509,3,9984804,Geary + 33rd Avenue,0,107,185859
16509,3,9984803,Geary + 33rd Avenue,0,159,185859
16509,3,9984802,Geary + 33rd Avenue,0,110,185859
16509,3,9984801,Geary + 33rd Avenue,0,103,185859
16509,3,9984800,Geary + 33rd Avenue,0,105,185859
16509,3,9984799,Geary + 33rd Avenue,0,101,185859
16509,3,9984798,Geary + 33rd Avenue,0,108,185859
16509,3,9984797,Geary + 33rd Avenue,0,102,185859
16509,3,9984796,Geary + 33rd Avenue,0,104,185859
16509,3,9984795,Geary + 33rd Avenue,0,106,185859
16509,3,9984794,Geary + 33rd Avenue,0,107,185859
16509,3,9984793,Geary + 33rd Avenue,0,159,185859
16509,3,9984792,Geary + 33rd Avenue,0,110,185859
16509,3,9984791,Geary + 33rd Avenue,0,153,185859
16509,3,9984790,Geary + 33rd Avenue,0,155,185859
16509,3,9984789,Geary + 33rd Avenue,0,151,185859
16509,3,9984788,Geary + 33rd Avenue,0,108,185859
16509,3,9984787,Geary + 33rd Avenue,0,152,185859
16509,3,9984786,Geary + 33rd Avenue,0,154,185859
16509,3,9984785,Geary + 33rd Avenue,0,156,185859
16509,3,9984784,Geary + 33rd Avenue,0,157,185859
16509,3,9984783,Geary + 33rd Avenue,0,159,185859
16509,3,9984782,Geary + 33rd Avenue,0,110,185859
16509,3,9984781,Geary + 33rd Avenue,0,153,185859
16509,3,9984780,Geary + 33rd Avenue,0,155,185859
16509,3,9984779,Geary + 33rd Avenue,0,151,185859
16509,3,9984778,Geary + 33rd Avenue,0,158,185859
16509,3,9984777,Geary + 33rd Avenue,0,152,185859
16509,3,9984776,Geary + 33rd Avenue,0,154,185859
16509,3,9984775,Geary + 33rd Avenue,0,156,185859
16509,3,9984774,Geary + 33rd Avenue,0,157,185859
16509,3,9984773,Geary + 33rd Avenue,0,159,185859
16509,3,9984772,Geary + 33rd Avenue,0,110,185859
16509,3,9984771,Geary + 33rd Avenue,0,153,185859
16509,3,9984770,Geary + 33rd Avenue,0,155,185859
16509,3,9984769,Geary + 33rd Avenue,0,151,185859
16509,3,9984768,Geary + 33rd Avenue,0,158,185859
16509,2,9976018,Geary + 33rd Avenue,0,159,185859
16509,2,9976017,Geary + 33rd Avenue,0,164,185859
16509,2,9976013,Geary + 33rd Avenue,0,164,185859
16509,2,9976012,Geary + 33rd Avenue,0,152,185859
16509,2,9976011,Geary + 33rd Avenue,0,154,185859
16509,2,9976010,Geary + 33rd Avenue,0,156,185859
16509,2,9976009,Geary + 33rd Avenue,0,157,185859
16509,2,9976008,Geary + 33rd Avenue,0,153,185859
16509,2,9976007,Geary + 33rd Avenue,0,155,185859
16509,2,9976006,Geary + 33rd Avenue,0,151,185859
16509,2,9976005,Geary + 33rd Avenue,0,158,185859
16509,2,9976004,Geary + 33rd Avenue,0,152,185859
16509,2,9976003,Geary + 33rd Avenue,0,154,185859
16509,2,9976002,Geary + 33rd Avenue,0,156,185859
16509,2,9976001,Geary + 33rd Avenue,0,157,185859
16509,2,9976000,Geary + 33rd Avenue,0,155,185859
16509,2,9854587,Geary + 33rd Avenue,0,158,185859
16509,2,9854588,Geary + 33rd Avenue,0,151,185859
16509,2,9854589,Geary + 33rd Avenue,0,155,185859
16509,2,9854590,Geary + 33rd Avenue,0,153,185859
16509,2,9854591,Geary + 33rd Avenue,0,110,185859
16509,2,9854592,Geary + 33rd Avenue,0,159,185859
16509,2,9854593,Geary + 33rd Avenue,0,157,185859
16509,2,9854594,Geary + 33rd Avenue,0,156,185859
16509,2,9854595,Geary + 33rd Avenue,0,154,185859
16509,2,9854596,Geary + 33rd Avenue,0,152,185859
16509,2,9854597,Geary + 33rd Avenue,0,158,185859
16509,2,9854598,Geary + 33rd Avenue,0,151,185859
16509,2,9854599,Geary + 33rd Avenue,0,155,185859
16509,2,9854600,Geary + 33rd Avenue,0,153,185859
16509,2,9854601,Geary + 33rd Avenue,0,110,185859
16509,2,9854602,Geary + 33rd Avenue,0,159,185859
16509,2,9854603,Geary + 33rd Avenue,0,157,185859
16509,2,9854604,Geary + 33rd Avenue,0,156,185859
16509,2,9854605,Geary + 33rd Avenue,0,154,185859
16509,2,9854606,Geary + 33rd Avenue,0,152,185859
16509,2,9854607,Geary + 33rd Avenue,0,108,185859
16509,2,9854608,Geary + 33rd Avenue,0,151,185859
16509,2,9854609,Geary + 33rd Avenue,0,155,185859
16509,2,9854610,Geary + 33rd Avenue,0,153,185859
16509,2,9854611,Geary + 33rd Avenue,0,110,185859
16509,2,9854612,Geary + 33rd Avenue,0,159,185859
16509,2,9854613,Geary + 33rd Avenue,0,107,185859
16509,2,9854614,Geary + 33rd Avenue,0,106,185859
16509,2,9854615,Geary + 33rd Avenue,0,104,185859
16509,2,9854616,Geary + 33rd Avenue,0,102,185859
16509,2,9854617,Geary + 33rd Avenue,0,108,185859
16509,2,9854618,Geary + 33rd Avenue,0,101,185859
16509,2,9854619,Geary + 33rd Avenue,0,105,185859
16509,2,9854620,Geary + 33rd Avenue,0,103,185859
16509,2,9854621,Geary + 33rd Avenue,0,110,185859
16509,2,9854622,Geary + 33rd Avenue,0,159,185859
16509,2,9854623,Geary + 33rd Avenue,0,107,185859
16509,2,9854624,Geary + 33rd Avenue,0,106,185859
16509,2,9854625,Geary + 33rd Avenue,0,104,185859
16509,2,9854626,Geary + 33rd Avenue,0,102,185859
16509,2,9854627,Geary + 33rd Avenue,0,108,185859
16509,2,9854628,Geary + 33rd Avenue,0,101,185859
16509,2,9854629,Geary + 33rd Avenue,0,105,185859
16509,2,9854630,Geary + 33rd Avenue,0,103,185859
16509,2,9854631,Geary + 33rd Avenue,0,109,185859
16509,2,9854632,Geary + 33rd Avenue,0,107,185859
16509,2,9854633,Geary + 33rd Avenue,0,106,185859
16509,2,9854634,Geary + 33rd Avenue,0,104,185859
16509,2,9854635,Geary + 33rd Avenue,0,102,185859
16509,2,9854636,Geary + 33rd Avenue,0,108,185859
16509,2,9854637,Geary + 33rd Avenue,0,101,185859
16509,2,9854638,Geary + 33rd Avenue,0,105,185859
16509,2,9854639,Geary + 33rd Avenue,0,103,185859
16509,2,9854640,Geary + 33rd Avenue,0,109,185859
16509,2,9854641,Geary + 33rd Avenue,0,107,185859
16509,2,9854642,Geary + 33rd Avenue,0,106,185859
16509,2,9854643,Geary + 33rd Avenue,0,104,185859
16509,2,9854644,Geary + 33rd Avenue,0,102,185859
16509,2,9854645,Geary + 33rd Avenue,0,108,185859
16509,2,9854646,Geary + 33rd Avenue,0,101,185859
16509,2,9854647,Geary + 33rd Avenue,0,105,185859
16509,2,9854648,Geary + 33rd Avenue,0,103,185859
16509,2,9854649,Geary + 33rd Avenue,0,107,185859
16509,2,9854650,Geary + 33rd Avenue,0,106,185859
16509,2,9854651,Geary + 33rd Avenue,0,104,185859
16509,2,9854652,Geary + 33rd Avenue,0,102,185859
16509,2,9854653,Geary + 33rd Avenue,0,101,185859
16509,2,9854654,Geary + 33rd Avenue,0,105,185859
16509,2,9854655,Geary + 33rd Avenue,0,103,185859
16509,1,9854098,Geary + 33rd Avenue,0,160,185859
16509,1,9854099,Geary + 33rd Avenue,0,155,185859
16509,1,9854100,Geary + 33rd Avenue,0,158,185859
16509,1,9854101,Geary + 33rd Avenue,0,151,185859
16509,1,9854102,Geary + 33rd Avenue,0,156,185859
16509,1,9854103,Geary + 33rd Avenue,0,154,185859
16509,1,9854104,Geary + 33rd Avenue,0,161,185859
16509,1,9854105,Geary + 33rd Avenue,0,162,185859
16509,1,9854106,Geary + 33rd Avenue,0,160,185859
16509,1,9854107,Geary + 33rd Avenue,0,155,185859
16509,1,9854108,Geary + 33rd Avenue,0,158,185859
16509,1,9854109,Geary + 33rd Avenue,0,151,185859
16509,1,9854110,Geary + 33rd Avenue,0,156,185859
16509,1,9854111,Geary + 33rd Avenue,0,159,185859
16509,1,9854112,Geary + 33rd Avenue,0,154,185859
16509,1,9854113,Geary + 33rd Avenue,0,161,185859
16509,1,9854114,Geary + 33rd Avenue,0,162,185859
16509,1,9854115,Geary + 33rd Avenue,0,160,185859
16509,1,9854116,Geary + 33rd Avenue,0,157,185859
16509,1,9854117,Geary + 33rd Avenue,0,155,185859
16509,1,9854118,Geary + 33rd Avenue,0,153,185859
16509,1,9854119,Geary + 33rd Avenue,0,158,185859
16509,1,9854120,Geary + 33rd Avenue,0,151,185859
16509,1,9854121,Geary + 33rd Avenue,0,156,185859
16509,1,9854122,Geary + 33rd Avenue,0,159,185859
16509,1,9854123,Geary + 33rd Avenue,0,154,185859
16509,1,9854124,Geary + 33rd Avenue,0,161,185859
16509,1,9854125,Geary + 33rd Avenue,0,162,185859
16509,1,9854126,Geary + 33rd Avenue,0,152,185859
16509,1,9854127,Geary + 33rd Avenue,0,160,185859
16509,1,9854128,Geary + 33rd Avenue,0,157,185859
16509,1,9854129,Geary + 33rd Avenue,0,155,185859
16509,1,9854130,Geary + 33rd Avenue,0,153,185859
16509,1,9854131,Geary + 33rd Avenue,0,158,185859
16509,1,9854132,Geary + 33rd Avenue,0,151,185859
16509,1,9854133,Geary + 33rd Avenue,0,156,185859
16509,1,9854134,Geary + 33rd Avenue,0,159,185859
16509,1,9854135,Geary + 33rd Avenue,0,154,185859
16509,1,9854136,Geary + 33rd Avenue,0,111,185859
16509,1,9854137,Geary + 33rd Avenue,0,162,185859
16509,1,9854138,Geary + 33rd Avenue,0,152,185859
16509,1,9854139,Geary + 33rd Avenue,0,110,185859
16509,1,9854140,Geary + 33rd Avenue,0,157,185859
16509,1,9854141,Geary + 33rd Avenue,0,105,185859
16509,1,9854142,Geary + 33rd Avenue,0,153,185859
16509,1,9854143,Geary + 33rd Avenue,0,108,185859
16509,1,9854144,Geary + 33rd Avenue,0,151,185859
16509,1,9854145,Geary + 33rd Avenue,0,106,185859
16509,1,9854146,Geary + 33rd Avenue,0,109,185859
16509,1,9854147,Geary + 33rd Avenue,0,104,185859
16509,1,9854148,Geary + 33rd Avenue,0,111,185859
16509,1,9854149,Geary + 33rd Avenue,0,112,185859
16509,1,9854150,Geary + 33rd Avenue,0,152,185859
16509,1,9854151,Geary + 33rd Avenue,0,110,185859
16509,1,9854152,Geary + 33rd Avenue,0,107,185859
16509,1,9854153,Geary + 33rd Avenue,0,105,185859
16509,1,9854154,Geary + 33rd Avenue,0,103,185859
16509,1,9854155,Geary + 33rd Avenue,0,108,185859
16509,1,9854156,Geary + 33rd Avenue,0,101,185859
16509,1,9854157,Geary + 33rd Avenue,0,106,185859
16509,1,9854158,Geary + 33rd Avenue,0,109,185859
16509,1,9854159,Geary + 33rd Avenue,0,104,185859
16509,1,9854160,Geary + 33rd Avenue,0,111,185859
16509,1,9854161,Geary + 33rd Avenue,0,112,185859
16509,1,9854162,Geary + 33rd Avenue,0,102,185859
16509,1,9854163,Geary + 33rd Avenue,0,110,185859
16509,1,9854164,Geary + 33rd Avenue,0,107,185859
16509,1,9854165,Geary + 33rd Avenue,0,105,185859
16509,1,9854166,Geary + 33rd Avenue,0,103,185859
16509,1,9854167,Geary + 33rd Avenue,0,108,185859
16509,1,9854168,Geary + 33rd Avenue,0,101,185859
16509,1,9854169,Geary + 33rd Avenue,0,106,185859
16509,1,9854170,Geary + 33rd Avenue,0,109,185859
16509,1,9854171,Geary + 33rd Avenue,0,104,185859
16509,1,9854172,Geary + 33rd Avenue,0,111,185859
16509,1,9854173,Geary + 33rd Avenue,0,102,185859
16509,1,9854174,Geary + 33rd Avenue,0,110,185859
